Rythme machine : 20 respiration / min
Rythme inspiration spontanée : 12 respiration / min

temps (ms), commande pression (mmH2O), pression mesurée(mmH2O)
486268,100,208
486278,100,210
486288,100,208
486298,100,208
486308,100,208
486318,100,208
486328,100,208
486338,100,208
486348,100,208
486358,100,198
486368,100,184
486378,100,179
486388,100,159
486398,100,160
486408,100,148
486418,100,148
486428,100,141
486438,100,142
486448,100,140
486458,100,139
486468,100,141
486478,100,140
486488,100,141
486498,100,142
486508,100,141
486518,100,142
486528,100,140
486538,100,140
486548,100,139
486558,100,137
486568,100,139
486578,100,134
486588,100,135
486598,100,134
486608,100,135
486618,100,133
486628,100,133
486638,100,131
486648,100,132
486658,100,130
486668,100,131
486678,100,130
486688,100,128
486698,100,129
486708,100,127
486718,100,127
486728,100,126
486738,100,126
486748,100,127
486758,100,125
486768,100,125
486778,100,126
486788,100,125
486798,100,123
486808,100,123
486818,100,121
486828,100,121
486838,100,120
486848,100,120
486858,100,121
486868,100,121
486878,100,119
486888,100,119
486898,100,119
486908,100,119
486918,100,119
486928,100,117
486938,100,116
486948,100,115
486958,100,116
486968,100,114
486978,100,115
486988,100,116
486998,100,116
487008,100,116
487018,100,115
487028,100,114
487038,100,113
487048,100,112
487058,100,112
487068,100,112
487078,100,112
487088,100,112
487098,100,111
487108,100,111
487118,100,112
487128,100,111
487138,100,111
487148,100,109
487158,100,109
487168,100,110
487178,100,108
487188,100,107
487198,100,108
487208,100,107
487218,100,107
487228,100,109
487238,100,107
487248,100,108
487258,100,105
487268,100,105
487278,100,105
487288,100,105
487298,100,105
487308,100,104
487318,100,105
487328,100,105
487338,100,105
487348,100,103
487358,100,104
487368,100,103
487378,100,103
487388,100,103
487398,100,103
487408,100,103
487418,100,101
487428,100,102
487438,100,101
487448,100,101
487458,100,102
487468,100,102
487478,100,102
487488,100,101
487498,100,101
487508,100,99
487518,100,99
487528,100,99
487538,100,99
487548,100,99
487558,100,99
487568,100,99
487578,100,100
487588,100,98
487598,100,98
487608,100,98
487618,100,98
487628,100,98
487638,100,98
487648,100,98
487658,100,98
487668,100,98
487678,100,98
487688,100,98
487698,100,97
487708,100,98
487718,100,96
487728,100,96
487738,100,97
487748,100,95
487758,100,97
487768,100,97
487778,100,96
487788,100,96
487798,100,97
487808,100,96
487818,100,95
487828,100,96
487838,100,96
487848,100,97
487858,100,96
487868,100,97
487878,100,96
487888,100,96
487898,100,96
487908,100,94
487918,100,96
487928,100,94
487938,100,96
487948,100,94
487958,100,98
487968,100,97
487978,100,96
487988,100,96
487998,100,97
488008,100,96
488018,100,96
488028,100,96
488038,100,95
488048,100,95
488058,100,96
488068,100,96
488078,100,98
488088,100,96
488098,100,97
488108,100,96
488118,100,96
488128,100,96
488138,100,96
488148,100,96
488158,100,97
488168,100,96
488178,270,97
488188,270,96
488198,270,96
488208,270,96
488218,270,97
488228,270,99
488238,270,98
488248,270,100
488258,270,98
488268,270,98
488278,270,98
488288,270,97
488298,270,98
488308,270,98
488318,270,98
488328,270,98
488338,270,98
488348,270,101
488358,270,121
488368,270,133
488378,270,148
488388,270,172
488398,270,174
488408,270,181
488418,270,186
488428,270,209
488438,270,206
488448,270,209
488458,270,225
488468,270,227
488478,270,231
488488,270,227
488498,270,232
488508,270,244
488518,270,229
488528,270,241
488538,270,238
488548,270,238
488558,270,248
488568,270,241
488578,270,254
488588,270,251
488598,270,255
488608,270,253
488618,250,266
488628,250,256
488638,250,267
488648,250,266
488658,250,262
488668,250,263
488678,250,266
488688,250,267
488698,250,267
488708,250,262
488718,250,269
488728,250,262
488738,250,269
488748,250,250
488758,250,255
488768,250,238
488778,250,237
488788,250,230
488798,250,223
488808,250,211
488818,250,209
488828,250,205
488838,250,203
488848,250,203
488858,250,202
488868,250,205
488878,250,205
488888,250,207
488898,250,206
488908,250,208
488918,250,206
488928,250,207
488938,250,207
488948,250,206
488958,250,207
488968,250,206
488978,250,207
488988,250,207
488998,250,207
489008,250,207
489018,250,206
489028,250,206
489038,250,207
489048,250,206
489058,250,207
489068,250,207
489078,250,206
489088,250,206
489098,250,206
489108,250,206
489118,250,206
489128,250,206
489138,250,206
489148,250,207
489158,250,206
489168,250,207
489178,100,207
489188,100,207
489198,100,206
489208,100,206
489218,100,206
489228,100,207
489238,100,206
489248,100,206
489258,100,206
489268,100,205
489278,100,206
489288,100,206
489298,100,206
489308,100,206
489318,100,206
489328,100,206
489338,100,206
489348,100,207
489358,100,204
489368,100,182
489378,100,177
489388,100,155
489398,100,155
489408,100,143
489418,100,142
489428,100,134
489438,100,134
489448,100,131
489458,100,132
489468,100,128
489478,100,132
489488,100,130
489498,100,133
489508,100,132
489518,100,132
489528,100,133
489538,100,129
489548,100,131
489558,100,127
489568,100,127
489578,100,127
489588,100,126
489598,100,125
489608,100,123
489618,100,123
489628,100,125
489638,100,124
489648,100,124
489658,100,125
489668,100,123
489678,100,124
489688,100,122
489698,100,121
489708,100,120
489718,100,120
489728,100,119
489738,100,120
489748,100,119
489758,100,120
489768,100,120
489778,100,121
489788,100,119
489798,100,119
489808,100,119
489818,100,119
489828,100,117
489838,100,117
489848,100,117
489858,100,117
489868,100,116
489878,100,117
489888,100,117
489898,100,117
489908,100,117
489918,100,117
489928,100,117
489938,100,116
489948,100,115
489958,100,117
489968,100,112
489978,100,116
489988,100,116
489998,100,116
490008,100,116
490018,100,115
490028,100,116
490038,100,117
490048,100,116
490058,100,116
490068,100,115
490078,100,115
490088,100,115
490098,100,115
490108,100,116
490118,100,115
490128,100,115
490138,100,114
490148,100,112
490158,100,114
490168,100,112
490178,100,112
490188,100,111
490198,100,111
490208,100,111
490218,100,110
490228,100,112
490238,100,110
490248,100,110
490258,100,112
490268,100,108
490278,100,109
490288,100,109
490298,100,107
490308,100,108
490318,100,106
490328,100,106
490338,100,108
490348,100,106
490358,100,108
490368,100,106
490378,100,107
490388,100,106
490398,100,105
490408,100,105
490418,100,104
490428,100,105
490438,100,103
490448,100,105
490458,100,104
490468,100,105
490478,100,103
490488,100,104
490498,100,102
490508,100,102
490518,100,102
490528,100,101
490538,100,102
490548,100,102
490558,100,103
490568,100,102
490578,100,103
490588,100,101
490598,100,101
490608,100,101
490618,100,100
490628,100,99
490638,100,100
490648,100,99
490658,100,100
490668,100,99
490678,100,101
490688,100,100
490698,100,99
490708,100,99
490718,100,98
490728,100,98
490738,100,98
490748,100,98
490758,100,98
490768,100,98
490778,100,98
490788,100,98
490798,100,97
490808,100,97
490818,100,98
490828,100,96
490838,100,97
490848,100,97
490858,100,96
490868,100,97
490878,100,96
490888,100,96
490898,100,96
490908,100,95
490918,100,96
490928,100,96
490938,100,97
490948,100,95
490958,100,97
490968,100,96
490978,100,97
490988,100,96
490998,100,95
491008,100,96
491018,100,95
491028,100,95
491038,100,95
491048,100,95
491058,100,96
491068,100,95
491078,100,97
491088,100,96
491098,100,97
491108,100,97
491118,100,96
491128,100,96
491138,100,95
491148,100,95
491158,100,96
491168,100,96
491178,270,96
491188,270,96
491198,270,96
491208,270,96
491218,270,97
491228,270,98
491238,270,99
491248,270,98
491258,270,99
491268,270,98
491278,270,98
491288,270,98
491298,270,98
491308,270,98
491318,270,98
491328,270,99
491338,270,98
491348,270,102
491358,270,119
491368,270,134
491378,270,142
491388,270,170
491398,270,174
491408,270,195
491418,270,190
491428,270,205
491438,270,207
491448,270,202
491458,270,220
491468,270,216
491478,270,231
491488,270,225
491498,270,235
491508,270,230
491518,270,237
491528,270,236
491538,270,248
491548,270,236
491558,270,243
491568,270,243
491578,270,243
491588,270,248
491598,270,257
491608,270,249
491618,250,263
491628,250,254
491638,250,261
491648,250,264
491658,250,269
491668,250,265
491678,250,277
491688,250,261
491698,250,270
491708,250,263
491718,250,270
491728,250,265
491738,250,261
491748,250,263
491758,250,247
491768,250,245
491778,250,239
491788,250,225
491798,250,225
491808,250,211
491818,250,206
491828,250,205
491838,250,204
491848,250,203
491858,250,203
491868,250,206
491878,250,205
491888,250,208
491898,250,206
491908,250,208
491918,250,206
491928,250,208
491938,250,208
491948,250,207
491958,250,207
491968,250,207
491978,250,207
491988,250,207
491998,250,206
492008,250,207
492018,250,207
492028,250,207
492038,250,207
492048,250,207
492058,250,207
492068,250,207
492078,250,207
492088,250,207
492098,250,207
492108,250,207
492118,250,207
492128,250,207
492138,250,207
492148,250,207
492158,250,207
492168,250,207
492178,100,207
492188,100,207
492198,100,207
492208,100,207
492218,100,208
492228,100,208
492238,100,207
492248,100,207
492258,100,207
492268,100,207
492278,100,208
492288,100,207
492298,100,208
492308,100,207
492318,100,206
492328,100,207
492338,100,206
492348,100,207
492358,100,197
492368,100,183
492378,100,177
492388,100,157
492398,100,159
492408,100,147
492418,100,146
492428,100,141
492438,100,141
492448,100,140
492458,100,139
492468,100,138
492478,100,141
492488,100,141
492498,100,140
492508,100,142
492518,100,140
492528,100,141
492538,100,138
492548,100,137
492558,100,137
492568,100,135
492578,100,136
492588,100,134
492598,100,135
492608,100,132
492618,100,134
492628,100,130
492638,100,132
492648,100,129
492658,100,130
492668,100,130
492678,100,129
492688,100,128
492698,100,129
492708,100,129
492718,100,128
492728,100,127
492738,100,126
492748,100,125
492758,100,124
492768,100,125
492778,100,124
492788,100,124
492798,100,123
492808,100,123
492818,100,122
492828,100,122
492838,100,121
492848,100,120
492858,100,121
492868,100,119
492878,100,119
492888,100,119
492898,100,118
492908,100,119
492918,100,117
492928,100,118
492938,100,117
492948,100,117
492958,100,115
492968,100,114
492978,100,114
492988,100,114
492998,100,114
493008,100,115
493018,100,113
493028,100,114
493038,100,114
493048,100,113
493058,100,112
493068,100,112
493078,100,112
493088,100,112
493098,100,110
493108,100,112
493118,100,110
493128,100,110
493138,100,110
493148,100,109
493158,100,110
493168,100,109
493178,100,107
493188,100,109
493198,100,107
493208,100,108
493218,100,108
493228,100,106
493238,100,108
493248,100,105
493258,100,107
493268,100,105
493278,100,106
493288,100,105
493298,100,105
493308,100,105
493318,100,103
493328,100,105
493338,100,103
493348,100,103
493358,100,104
493368,100,102
493378,100,104
493388,100,102
493398,100,103
493408,100,101
493418,100,102
493428,100,100
493438,100,101
493448,100,101
493458,100,102
493468,100,102
493478,100,101
493488,100,101
493498,100,100
493508,100,99
493518,100,99
493528,100,99
493538,100,100
493548,100,100
493558,100,98
493568,100,99
493578,100,99
493588,100,99
493598,100,98
493608,100,98
493618,100,98
493628,100,98
493638,100,97
493648,100,98
493658,100,97
493668,100,98
493678,100,98
493688,100,98
493698,100,98
493708,100,97
493718,100,97
493728,100,96
493738,100,95
493748,100,96
493758,100,94
493768,100,97
493778,100,96
493788,100,96
493798,100,97
493808,100,97
493818,100,98
493828,100,96
493838,100,97
493848,100,96
493858,100,96
493868,100,95
493878,100,96
493888,100,95
493898,100,97
493908,100,95
493918,100,97
493928,100,96
493938,100,95
493948,100,96
493958,100,95
493968,100,95
493978,100,95
493988,100,95
493998,100,96
494008,100,97
494018,100,96
494028,100,95
494038,100,96
494048,100,95
494058,100,94
494068,100,95
494078,100,95
494088,100,96
494098,100,96
494108,100,97
494118,100,96
494128,100,97
494138,100,96
494148,100,95
494158,100,96
494168,100,95
494178,270,96
494188,270,96
494198,270,96
494208,270,98
494218,270,98
494228,270,98
494238,270,98
494248,270,98
494258,270,98
494268,270,98
494278,270,98
494288,270,98
494298,270,98
494308,270,98
494318,270,98
494328,270,98
494338,270,98
494348,270,103
494358,270,130
494368,270,131
494378,270,146
494388,270,170
494398,270,167
494408,270,188
494418,270,188
494428,270,199
494438,270,205
494448,270,205
494458,270,206
494468,270,212
494478,270,205
494488,270,230
494498,270,223
494508,270,224
494518,270,228
494528,270,227
494538,270,223
494548,270,232
494558,270,231
494568,270,233
494578,270,238
494588,270,234
494598,270,243
494608,270,243
494618,270,245
494628,270,242
494638,270,249
494648,270,248
494658,250,261
494668,250,249
494678,250,262
494688,250,250
494698,250,271
494708,250,261
494718,250,268
494728,250,261
494738,250,256
494748,250,263
494758,250,260
494768,250,265
494778,250,258
494788,250,263
494798,250,248
494808,250,240
494818,250,241
494828,250,232
494838,250,219
494848,250,217
494858,250,207
494868,250,209
494878,250,204
494888,250,206
494898,250,205
494908,250,210
494918,250,207
